gene,Score,p,qvalue
LMO4,0.99576557,0.07336523125996808,1.0
IPO9,0.9956352,0.0737639553429027,1.0
USP7,0.99554175,0.0737639553429027,1.0
PAX5,0.99547076,0.07456140350877194,1.0
ASH1L,0.9953648,0.07496012759170656,1.0
KIT,0.99529606,0.07535885167464118,1.0
TDRD6,0.99520904,0.07535885167464118,1.0
DNMT3B,0.9950938,0.07575757575757569,1.0
ERBB3,0.9949597,0.07575757575757569,1.0
GFRAL,0.9949319,0.07575757575757569,1.0
DOCK2,0.9949191,0.07575757575757569,1.0
MYBL1,0.9947055,0.07575757575757569,1.0
PKM,0.994697,0.07575757575757569,1.0
TRAF6,0.99460655,0.07695374800637955,1.0
DLC1,0.99444205,0.0777511961722488,1.0
LOXHD1,0.99442047,0.0777511961722488,1.0
G6PD,0.9943005,0.07814992025518341,1.0
TNFRSF19,0.9942695,0.07854864433811803,1.0
IFT122,0.99422073,0.07894736842105265,1.0
OPRM1,0.9941707,0.07894736842105265,1.0
DUSP22,0.99404716,0.07894736842105265,1.0
RPS6KB2,0.9939786,0.07894736842105265,1.0
LRP4,0.9939738,0.07894736842105265,1.0
EP400,0.9939488,0.07974481658692179,1.0
FLG,0.99389815,0.07974481658692179,1.0
MUC4,0.9936119,0.08173843700159489,1.0
BIRC6,0.9935781,0.08173843700159489,1.0
CCND1,0.99348986,0.08253588516746413,1.0
SPECC1,0.993451,0.08253588516746413,1.0
CORIN,0.993447,0.08253588516746413,1.0
GCN1L1,0.9934437,0.08253588516746413,1.0
SPTAN1,0.99339724,0.08253588516746413,1.0
CLTC,0.99336445,0.08253588516746413,1.0
LPIN2,0.9932632,0.08293460925039875,1.0
PRKDC,0.99309677,0.08452950558213712,1.0
DACH1,0.9930754,0.08452950558213712,1.0
AIM1,0.99293363,0.08492822966507174,1.0
TRIM8,0.9929295,0.08492822966507174,1.0
CNGA4,0.99272645,0.08652312599681022,1.0
SLC4A9,0.9926076,0.08732057416267935,1.0
PTN,0.9925363,0.0881180223285486,1.0
SMO,0.9924994,0.0881180223285486,1.0
DCHS1,0.99235415,0.08851674641148322,1.0
