gene,Trans-Driver,2020plus,CompositeDriver,CHASM,e-Driver,ECD-CDGI,MCDHGN,MNGCL,OncodriveCLUST,MuSiC,ActiveDriver
BRICD5,0.013428372942330897,0.07821551906352468,0.13880780864282208,0.2388241868442686,1.0071023442591918,0.0,0.015522825,0.7062246,,-0.0,
BRINP1,0.4692955036823293,0.671692891031728,0.09500349920065136,1.1897674820049158,0.09289330311606186,0.0,0.9657298,0.62700367,,,
BRINP2,0.4131154700299826,0.3281665136051004,0.004101264284312238,1.1343039400839294,0.34799436656553556,0.0,0.024077816,0.5859016,,,
BRINP3,1.058250063624306,0.41085960738359006,0.10340699674727834,0.7778039536982801,0.3239602050555022,0.0,0.77470106,0.59051955,,,
BRIP1,0.5966746799536435,0.8378840587490191,1.1506240134799635,0.20342566678957033,1.718145615349325,0.95533526,0.99630934,0.7604834,0.3915592966776938,8.946421047024282,-0.0
BRIX1,0.19729155804517767,0.3064408741898728,0.04826891919513761,1.575118363368933,0.4169635589906127,0.0,0.9032736,0.70012176,,0.1456062593817557,2.314316860945562
BRK1,0.25760841351754854,0.21699246314843684,0.5014572184593448,0.9400581119380453,,0.11206914,0.94567114,0.7085861,,-0.0,
BRMS1,0.8083063920260667,0.1862498126526459,0.11877292334750533,0.22855951336008815,0.7286014339585112,0.0,0.73407,0.64656806,0.5854401113525698,2.535987843491969,-0.0
BRMS1L,0.07432689066259479,0.3495073429300179,0.3199799997949144,0.9461535731477474,0.6351029825415855,0.0,0.19642398,0.602813,0.4880198931564094,0.16127676284582335,-0.0
BROX,0.7620130661328853,0.4309362972773158,0.309758724764233,0.393618634889395,0.45942545326794804,0.0,0.089623466,0.5733017,,1.2974824344409217,-0.0
BRPF1,0.495957199167831,0.7838302162871218,0.014931447737508768,0.7670038896078462,1.2453236680873494,0.0,0.8313002,0.65537524,0.2621752758756984,3.1146478188171884,8.986947123542787
BRPF3,0.4035688488147763,0.4884471761368746,0.49584450873741737,0.6627404602497242,1.5330713650629277,0.0,0.99981123,0.62407464,0.4581124141796328,4.91842037909984,6.646828632571432
BRS3,0.24436003232266823,0.23218678560271133,2.147524349286254,1.9136401693252518,0.09976115865552075,0.03624252,0.0,0.0,,5.4457244931395685,
BRSK1,0.8282687121622558,0.8135616251081902,1.1062816652189194,0.4918744639168008,2.831284113657855,0.4580761,0.93462783,0.5951163,1.6355655272019265,11.560642780280016,1.9654443967933675
BRSK2,0.24963567402832826,0.7543527936085328,1.0168683552390498,1.424812155072339,0.8174957323565656,0.09827048,0.0,0.0,0.48630043453822724,2.818922495282579,-0.0
BRWD1,1.9613400506162495,0.9095694959453264,0.06544398905878958,1.0861861476162833,1.6426020433531345,0.8214834,0.95811737,0.5865206,0.5935591357692269,7.848283487119592,4.607883407466432
BRWD3,1.6477814607103312,0.1260344639582202,0.7532987175530201,1.8927900303521317,1.8125485015119527,0.0,0.0,0.0,0.6743740658986527,,-0.0
BSCL2,0.18509965657228927,1.115954043143898,0.4947577531327302,0.3450537734156558,,0.0,0.71110266,0.58263457,,0.5270565611924607,1.393114097993916
BSDC1,1.0875517568176287,1.1115792310711508,0.005198577723464632,0.5131446447230567,2.6168984460462728,0.0,0.0,0.0,0.9647945740058816,1.1850113933596989,-0.0
BSG,0.6403330231925646,0.7788902141567943,0.5869113768419909,1.2104192878355746,0.9230223887920908,0.07946545,0.80419755,0.66936004,0.5747934536111259,2.4795192310534717,-0.0
BSN,,0.9946465333581321,,0.48704892002750944,2.727652651903672,0.0,0.60720396,0.6095257,0.3224809703744158,,4.464274672827378
BSND,0.1105295051489844,0.3495073429300179,0.02122404054402028,0.13978181533124334,0.25094707688265944,0.0,0.12538959,0.6055271,1.6954836326221976,2.6694782395179693,
BSPH1,,0.001141507369151013,0.006563108206866184,0.42875714943977616,0.5034140939795179,,,,,0.172221549687497,
BSPRY,0.06691591415200622,0.010823366329782319,0.05172828658751499,0.07654873036034855,0.3388478857387907,0.0,0.18525524,0.70428944,0.3429787164826179,0.5560210733326865,
BST1,0.16368412112563804,0.34251834991321994,0.19102270679318994,0.5534628329263562,2.2325259426533126,0.07816692,0.0,0.6884169,1.1022140817937724,0.3177759715925115,
BST2,0.007592141632777686,0.05348260313196817,0.23377933662486733,0.01090630738967451,0.0583854833781016,0.18860337,0.013447414,0.741444,,-0.0,-0.0
BSX,0.38418465240847216,0.09786881707054436,0.8645927279313502,0.25758911941950746,1.6493830465474584,0.0,0.0,0.0,,8.167764239859132,
BTAF1,1.2527326290242962,0.7032281134148252,1.6597585813551723,0.8754957751657177,0.4912081079416041,0.0,0.8037074,0.5985844,0.41864262900679905,4.807090846073657,-0.0
BTBD1,0.4288653303703755,0.4174998460566379,0.7878558228729049,0.13643923547375744,0.8130166572397646,0.054517172,0.121469274,0.65310466,2.8919700176722647,2.9682819550553807,
BTBD10,0.5886076194832692,0.1187772288485748,0.4779906264080406,0.3209356818786873,0.7722685262073666,0.0,0.36145604,0.5913091,0.3688752675405551,3.634218989014054,-0.0
BTBD11,1.9613400506162495,1.0434290351771145,0.021725930530111424,2.3979400086720375,2.1469910025135177,0.0,0.0,0.0,1.9809807636940409,,-0.0
BTBD16,0.4418001672949939,0.1333392786347585,0.0052425279822587885,0.1754836719927909,,0.0,0.0,0.0,0.4415105586550823,0.7598626949825996,
BTBD17,0.07424445837955275,0.03260817352830251,0.5686796631178754,1.1001794975729038,0.7172085136385485,0.0,0.0,0.0,0.3809555715062584,1.6639101864213888,
BTBD18,0.06095959820398629,0.17054748484407875,0.27071661763000177,0.25758911941950746,0.27443488252281817,0.0,0.0,0.0,0.5951962641168899,0.5384134375561882,-0.0
BTBD19,0.03214549563896556,0.05348260313196817,0.19264371451737755,0.5667103148049744,0.4257206813685559,0.0,0.0,0.0,,0.7220113018146587,
BTBD2,0.18248320384359684,0.3770603946008507,0.4268236001624405,0.5482135644757098,0.8597248432073791,0.0,0.9998691,0.69672525,,1.6947650487225137,
BTBD3,0.8546268907254031,0.4174998460566379,0.23879235296819992,1.295849483160201,1.2826934150033524,0.0,0.0,0.0,0.6341158504296057,3.9744111612179855,
BTBD6,0.15199388169569644,0.5773612873154855,0.15401575191248365,1.3526170298853801,1.328721185428411,0.0804961,0.16343138,0.57064927,,0.5700754694566117,
BTBD7,1.601921068956921,0.3563099306089722,0.22377820900875295,0.11633856484638239,0.5674088092977726,0.0,0.0,0.0,0.30626147371606005,6.037009306046599,-0.0
BTBD8,0.48669745029969924,0.09137884695989329,0.6262122822030314,0.6348865683724227,0.19939733621815098,0.0,0.0,0.56144184,,4.406156368508249,
BTBD9,0.3461858099665677,0.4759179042209928,1.4408161539183286,1.7695510786217261,0.47522057942455204,0.0,0.0,0.0,0.9491349458944918,2.081145956353392,
BTC,0.01958629318931694,0.46297070140619545,0.10324172961194078,0.12633070729320553,0.006533691528183474,0.51901996,0.76464397,0.662713,,1.4490780957238114,
BTD,0.10817624557104642,0.3632422034378431,0.8979529017650243,0.990549104201306,0.002012168348767131,0.0,0.69812185,0.6593727,0.23113123894224838,0.2949980594576779,
BTF3,0.13723009787213364,0.5657436283584807,0.3349316902018108,0.7276941555979135,1.9089528633610378,0.0,0.92962205,0.681457,0.7170769132592271,0.8754743894763891,-0.0
BTF3L4,0.7146253491482086,1.9497384178003543,0.210392218483453,0.9461535731477474,0.3547850331309205,0.0,0.0,0.0,3.1338714770242624,0.6972339719506417,-0.0
BTG1,0.4082862826458564,0.4309362972773158,0.6755551939692062,0.40033522121158327,0.036305333567097635,0.0,0.754857,0.74500227,0.9856004656060279,7.776272408550907,2.2664289882203845
BTG2,0.8310847525310514,0.3352630517099138,0.9408588096454931,0.2833290244398644,1.2906605234313666,0.25507605,0.0,0.0,2.3494812823986826,8.060918611838751,
BTG3,1.2165701875929038,0.25466554405281333,0.26420509295978867,1.3625102704874892,0.5331820367541308,0.0,0.2588575,0.7522446,0.5893858177039114,0.027423980167236267,-0.0
BTG4,0.2116037350471881,0.02013948574469589,0.00030408217029450143,0.07998108397108519,0.2882686454174619,0.0,0.0,0.0,,3.1207044893575673,
BTK,0.9634637442461051,1.6053461441154535,2.201353697477842,0.057000406633959486,1.9292723258558038,0.7929971,0.99923027,0.7653345,0.8731151723364324,14.3847311161199,4.500232530868893
BTLA,0.018231767391400505,0.1333392786347585,0.5299270741258585,0.022733787572707352,0.8080222643677247,0.0,0.18455604,0.6406638,,0.5337966236270273,
BTN1A1,0.2822225068705176,0.6283866082469933,0.010593609610170905,0.12010167566999018,1.2063916331406181,0.0,0.010809283,0.62170076,,8.604781300704818,
BTN2A1,0.3477302443179019,0.9424581367720755,0.4425362253712048,0.6094181214495648,0.4399638888530397,0.0,0.8475464,0.61055535,1.2188313832795474,0.9617389296042814,-0.0
BTN2A2,0.27794153478054967,0.8810579153600888,0.04599398051326833,0.5482135644757098,0.8649682383695784,0.0,0.27677727,0.62507176,0.5918163310208837,1.9665845873253816,-0.0
BTN3A1,0.11657504692497607,0.2914634791442149,0.009971092584709502,1.2773660774661877,0.8540593615031655,0.0,0.42938945,0.5939282,0.6547321147603914,2.6350907016533536,
BTN3A2,0.09463497521980252,0.10479994384446926,0.00943821585294344,0.6006724678413211,0.15176724594462085,0.0,0.9584726,0.6084121,,0.6064530124906755,-0.0
BTN3A3,0.0445652343148216,0.1862498126526459,8.68588966702909e-05,0.08862929288386205,0.5835199136137127,0.0,0.7271957,0.60163134,0.5951962641168899,3.4472982165385946,
BTNL2,0.09434711514304552,0.3563099306089722,0.31591650166378715,0.5534628329263562,0.20866045033032296,0.0,0.0,0.0,,1.4255209208222681,-0.0
BTNL3,0.31186271462734033,0.05953304272891738,0.7836135964006128,0.05413767551038255,2.2085385100282977,0.0,0.16260365,0.6142472,1.575859100926703,7.672945046778215,
BTNL8,0.15608791503603675,1.4857743669663641,-0.0,0.302073555193495,0.5274804989765456,0.0,0.13903263,0.64995396,1.0651998395244537,13.540337624881913,5.048376295309293
BTNL9,0.05377140325266671,0.05953304272891738,0.008064636282279217,0.4042833800565756,0.7646458108651599,0.0,0.25280914,0.6257596,0.6646823083823414,2.068614215297052,
BTRC,1.9613400506162495,0.8911316556980688,0.15197753187287136,1.3979400086720375,0.6967911040090051,0.56959355,0.99934274,0.90714633,1.2123017705697177,3.250948440250497,-0.0
BUB1,0.38553287074199444,0.7287218286568696,0.06524208553032572,0.7276941555979135,0.577862601556073,0.7552708,0.9763885,0.7832165,0.21919992535400437,2.9418495583882818,2.6462438244822466
BUB1B,0.6600982556396561,1.4767731228514032,0.07323811716525674,2.036212172654445,1.436988290143889,0.21334518,0.9764193,0.7920822,,0.3582119678713904,1.9074365995069342
BUB3,0.4494240984038671,0.9614980688737008,0.28038074425881565,0.2335871528876005,0.3287385480506137,0.05921938,0.8908449,0.7815904,0.32087909659588726,0.23499760289071842,1.6339724356193923
BUD13,0.48379530051256237,0.5601504834927069,0.00013029486029136853,0.7991495019089225,0.13299562134725207,0.0,0.6097262,0.71228385,0.5804401185272564,0.8172029381064386,4.887045184533498
BUD23,,,,,,0.096426226,,,,,
BUD31,0.23233338744330473,0.37010178778988295,0.015381121086755982,1.0305840876460186,0.7765050836376999,0.0,0.16998641,0.7689104,,0.8325564239870175,-0.0
BVES,0.1340653641863202,0.037529017932968436,0.07123805638357855,0.2677671197795022,0.31175316537856745,0.0,0.17345272,0.6694774,0.2191203513993473,3.6751980035585605,
BYSL,0.761477891102866,1.1789915749398978,0.9431385759403901,0.5131446447230567,0.24414022085106324,0.11497425,0.41188914,0.73717344,0.8727573407797904,0.20080049776445652,-0.0
BZRAP1,0.37927668770454037,1.6245747424203332,0.3371911940120665,0.40033522121158327,1.8056978794325835,0.0,0.0,0.0,0.8923433996903476,5.989676972551102,
BZW1,1.2863221774057585,0.6501066169896175,0.329612017916257,0.9347938719456881,0.7471854654187243,0.0,0.5538463,0.58783185,0.644333034202424,4.0576996316701575,-0.0
BZW2,0.8621480529842291,0.8911316556980688,0.4235868948712424,1.0305840876460186,1.3924754929101824,0.0,0.0,0.0,0.6694308342124293,0.4607791235614639,1.483314635549157
C10ORF68,,,,0.12285911021517902,0.06920145437541265,,,,,,
C10orf10,0.01340448895508904,0.06565546340600723,0.8745621615762671,0.1551501991933611,0.14173141629223357,0.0,0.0,0.0,0.537667776360865,-0.0,
C10orf105,0.0020659174096800746,0.07187364887201018,0.2623737999202212,0.12010167566999018,-0.0,0.0,0.0,0.0,,-0.0,
C10orf107,0.07036045362656021,0.0848235165349444,0.19522274855570038,0.36612773734166726,0.21989838478041945,0.0,0.0,0.0,0.531824751925348,-0.0,
C10orf11,0.023113305762474095,0.14081401670372584,0.7604937064363906,0.8422411139531362,0.2259273364097475,0.0,0.0,0.0,0.33124391948683635,-0.0,
C10orf111,0.00983668465793724,0.02013948574469589,0.00013029486029136853,0.1754836719927909,,0.0,0.0,0.0,,-0.0,
C10orf113,0.015631338041674006,0.03260817352830251,0.05265872559212188,0.12285911021517902,0.2935741321206027,0.0,0.0,0.0,,-0.0,
C10orf118,,,0.16907002995421247,1.5003129173815961,1.2274489418161532,,,,0.33794676190938844,-0.0,
C10orf12,0.5048258952204554,0.8759328159255373,-0.0,1.0861861476162833,1.5340980846132708,0.0,0.0,0.0,0.5545202037414716,-0.0,
C10orf120,0.18916151003337756,0.02013948574469589,0.7160641430383822,1.3526170298853801,0.5414996821648166,0.0,0.0,0.0,,-0.0,
C10orf126,,,,,,,,,,-0.0,
C10orf128,0.18887522493276468,0.05348260313196817,4.342727686272507e-05,0.46673648322128525,0.5347832538329499,0.0,0.0,0.0,,-0.0,
C10orf129,,,1.215743760357021,0.0966929200358262,0.9852915498544305,,,,,-0.0,
C10orf131,,0.013488050983617623,0.009793394349046,1.025028005701931,0.9211463501230843,,,,,-0.0,
C10orf2,0.26581566433775905,1.084549810111497,1.1203742216448092,0.7910214827237465,0.5113577839032779,0.0,0.0,0.0,0.3324688890575755,-0.0,
C10orf25,0.3958953964002137,0.26967067016240237,0.43549571552091493,0.24199699070020086,,0.0,0.0,0.0,,-0.0,
C10orf32,0.03791910421554529,0.00026012055684627056,0.0024386398164081167,0.21041928783557454,0.03341138700570548,0.0,0.0,0.0,,-0.0,
C10orf35,0.18492237180765123,0.6603618445861219,0.0016532969588149249,1.114638779968488,0.25502617639109953,0.0,0.0,0.0,0.4818092408699973,-0.0,
C10orf40,,,0.013182156986817834,0.40033522121158327,,,,,,-0.0,
C10orf53,0.048250194916832585,0.016566998910809434,0.19529082512640233,0.3271635458286029,0.033847556955615386,0.0,0.0,0.0,,-0.0,
C10orf54,0.12808407152986223,0.19401234344752966,0.08075608677247985,0.17159792150840691,0.6991611336188632,0.0,0.0,0.0,2.6362503243779765,-0.0,
C10orf55,0.016087693759696826,0.03260817352830251,0.033432440594928385,0.5667103148049744,,0.0,0.0,0.0,,-0.0,
C10orf62,0.017483753264264948,0.07187364887201018,0.23207170589524373,0.038009712559935176,0.21994296025187443,0.0,0.0,0.0,,-0.0,
C10orf67,0.03256962355963974,0.21699246314843684,0.39398467786654867,0.19818483141856288,0.9189809218495594,0.0,0.0,0.0,,-0.0,
C10orf71,0.5876208919492443,0.5183286989849893,0.00039100191078354036,0.5331323796458906,4.587674987345406,0.0,0.0,0.0,,-0.0,
C10orf76,0.24306120673583215,1.248581774394277,0.07108458639603286,0.9965394678904935,0.08518958019972714,0.0,0.0,0.0,0.38095548109915356,-0.0,
C10orf82,0.18966296351149248,0.07187364887201018,0.06493940612541302,0.8422411139531362,,0.0,0.0,0.0,0.5812255294975712,-0.0,
C10orf85,,,,,,,,,,-0.0,
C10orf88,0.2618619013526375,0.14081401670372584,0.4991211880865623,0.5331323796458906,0.9847632545895879,0.0,0.0,0.0,1.6387454065543023,-0.0,
C10orf90,0.6116598612780834,0.3281665136051004,0.36355553092349724,1.3526170298853801,3.654799137927638,0.0,0.45359558,0.6335772,0.8394406158214471,-0.0,
C10orf91,0.016111725770432767,0.00859627113913782,4.342727686272507e-05,0.5578339142152798,,0.0,0.0,0.0,,-0.0,
C10orf95,0.03499760399059411,0.10479994384446926,0.0088616696089896,0.3387553910406665,,0.0,0.0,0.0,,-0.0,
C10orf99,0.002182272261522312,0.05348260313196817,0.0018276949059044586,0.2185318571582017,0.11152745722380639,0.0,0.0,0.0,,-0.0,
C11orf1,0.0928533107162631,0.023913296407803795,0.11090987131013896,0.8513973451939065,0.1461372260399217,0.0,0.06779367,0.67913246,,-0.0,
C11orf16,0.04608181568091913,0.07187364887201018,-0.0,0.016824927962187052,0.5128504266696072,0.0,0.0,0.0,,-0.0,
C11orf21,0.003440895051033438,0.02803955884675328,1.0947873785284115,0.032452023781137915,0.0642321556088771,0.0,0.0,0.0,,,
C11orf24,0.1407381499180468,0.1187772288485748,0.003225405397347394,0.3048687022959742,-0.0,0.0,0.18593745,0.55364025,1.1434634632534615,-0.0,
C11orf30,0.4897621487845794,1.3043161484514723,0.03193422614866478,2.036212172654445,0.5527551029606175,0.0,0.0,0.0,0.4164122718150925,-0.0,
C11orf31,0.0037210850490768258,0.023913296407803795,-0.0,2.337242168318426,0.5018452148960224,0.0,0.0,0.0,,-0.0,
C11orf35,,,0.17073965444583777,0.6699922991272408,1.723050626070902,,,,0.7431219799785407,-0.0,
C11orf40,0.049727785232142725,0.02803955884675328,0.07483450586485929,0.21041928783557454,,0.0,0.0,0.0,,-0.0,
C11orf42,0.06422277342507761,0.10479994384446926,0.39527754257297487,0.5406075122407692,0.06352350137449135,0.0,0.0,0.0,,-0.0,
C11orf44,,,,,,,,,,-0.0,
C11orf45,0.0070504657357743075,0.010823366329782319,0.4121080786405064,0.05413767551038255,,0.0,0.038830955,0.5644212,,-0.0,
C11orf48,,,0.0949494589489916,0.5086383061657274,0.2858673731229172,,,,,-0.0,
C11orf49,0.616325132405987,0.21699246314843684,0.7768071541738646,1.8297382846050425,,0.0,0.0796662,0.57680094,0.4415105586550823,-0.0,
C11orf52,0.2000724573122645,0.07821551906352468,1.501969619236077,0.13978181533124334,0.02481696535254818,0.0,0.0,0.0,0.9403042768598419,-0.0,
C11orf53,0.031746694433804255,0.3495073429300179,0.02305188197071199,1.1001794975729038,0.5233784061395604,0.0,0.0,0.0,,-0.0,
C11orf54,0.541263491383841,0.24754593865076674,0.629715419497353,0.8658228924232336,0.2705871246253354,0.0,0.24916908,0.5791193,,-0.0,
C11orf57,0.6006265986039214,0.3563099306089722,0.25263161939043943,1.0861861476162833,0.19529092768656622,0.0,0.0,0.0,2.7399046884861358,-0.0,
C11orf58,0.19871637402719922,0.3563099306089722,0.10071547739920857,0.028167720075074832,0.030936122689610712,0.0,0.0,0.0,0.46743981466538087,-0.0,
C11orf63,1.1285197040623876,0.1333392786347585,0.8145012724224867,0.22446236521904303,1.3678951723966501,0.0,0.0,0.0,0.40459332125758957,-0.0,
C11orf65,0.12876883327151517,0.1260344639582202,0.0204040150539553,0.3271635458286029,0.42561353504177607,0.0,0.0,0.0,,-0.0,
C11orf68,0.13504396746711386,0.042521621940022805,0.3124252977050927,0.3092724561296331,0.5833860962209046,0.0,0.0,0.0,,-0.0,
C11orf70,0.5795428260760899,0.21699246314843684,0.6588068040381696,0.6505282007856144,0.06857227326321115,0.0,0.0,0.0,0.4880189712233082,-0.0,
C11orf71,0.004609547825281427,0.1481615864396576,0.20346909406643304,0.18628560811885517,0.672987606103713,0.0,0.0,0.0,,-0.0,
C11orf72,0.003020948702208981,0.006743540694807534,0.2372898623434887,0.12633070729320553,,0.0,0.0,0.0,,-0.0,
C11orf73,0.10874105588756637,0.07187364887201018,0.5143220007952827,0.8513973451939065,0.08663845100776991,0.0,0.0,0.0,,-0.0,
C11orf74,0.04721628303248512,0.07821551906352468,0.03724805741962957,2.9208187539523753,0.8010355176960718,0.0,0.0,0.0,0.683820628723419,-0.0,
C11orf80,0.393596624422575,0.0848235165349444,0.05575820658811013,1.0305840876460186,0.29396904315555694,0.0,0.0,0.0,,-0.0,
C11orf82,,,0.12958099568794265,0.8934691461776187,1.6288813790493222,,,,0.405979089490935,-0.0,
C11orf83,,,1.3019908389839223,,,,,,,-0.0,
C11orf84,0.1341284333821765,0.4944438949559484,0.008197373631965836,0.6699922991272408,0.5997912863094617,0.0,0.0,0.0,1.0652017531677802,-0.0,
C11orf85,0.004398958109825689,0.10479994384446926,0.028072150877106034,0.13300418688935214,0.13489919955530572,0.0,0.0,0.0,,-0.0,
C11orf86,,0.0051735006955264925,0.03376086510939927,0.5797141150580821,0.04571638122115182,,,,,-0.0,
C11orf87,0.6733199725256152,0.3770603946008507,0.0030504453861569863,0.8594919569618205,0.4063786337717746,0.0,0.000412318,0.567191,,-0.0,
C11orf88,0.19889938127018505,0.016566998910809434,0.0887792562784926,0.09908693226233094,0.22664389357048975,0.0,0.0,0.0,,-0.0,
C11orf89,,,,,,,,,,-0.0,
C11orf91,,0.05953304272891738,1.9930129781644275,0.8934691461776187,,,,,,,
C11orf94,0.19228710733764132,0.21699246314843684,0.20520696946230096,0.4446636720047332,0.13719124173469782,0.0,0.0,0.0,,-0.0,
C11orf96,,0.016566998910809434,0.3304476462525491,0.06509774167768605,0.6517175226883933,,,,,-0.0,
C12orf10,0.5003322645279711,0.4174998460566379,0.09295468220256692,0.8250684064715574,0.6502772758222812,0.0,0.0,0.0,0.9402987085552863,-0.0,
C12orf23,,,0.0515326584392055,0.2335871528876005,0.11021547978759372,,,,,-0.0,
C12orf29,0.13847062200956597,0.3972266384362222,0.4607163637374874,1.486782399932061,-0.0,0.0,0.0,0.0,0.5951962641168899,-0.0,
C12orf36,,,0.7660326096896823,0.3825802532628234,,,,,,-0.0,
C12orf39,,,0.03376086510939927,0.2922595457262288,1.2994718942643864,,,,2.419707453870926,-0.0,
C12orf4,0.36140375291814225,0.10479994384446926,0.8486735770294032,1.3279021420642825,1.0496484095050582,0.0,0.0,0.0,0.5366319848981674,-0.0,
C12orf40,0.23734407435234245,0.22464779140496627,0.00030408217029450143,0.46673648322128525,1.9576790968681064,0.0,0.0,0.0,,-0.0,
C12orf42,0.13504396746711386,0.0478469780491052,0.14000503746966902,0.7139928779205255,0.7858052439476817,0.0,0.0,0.0,,-0.0,
C12orf43,0.07142373202542193,1.7094269436714231,0.140244879796297,1.2806687130162733,1.7362806913784896,0.0,0.0,0.0,0.7136540166803065,-0.0,
C12orf44,,,0.0014353979617684155,0.6989700043360187,0.1795850596130138,,,,,-0.0,
C12orf45,0.41323539119101055,0.3281665136051004,0.26676589334428086,0.021819483062586086,0.25684292457485003,0.0,0.0,0.0,0.4084648900739978,-0.0,
C12orf49,0.1341284333821765,0.5006275042352037,0.24287523506259034,0.8754957751657177,0.8757545707435379,0.0,0.0,0.5723371,,-0.0,
C12orf5,0.20979809059848314,0.05953304272891738,0.6293453347012862,0.17159792150840691,0.7379428212945294,0.0,0.0,0.0,0.23368402217680337,-0.0,
C12orf50,0.4839364197605638,0.3563099306089722,0.015111261209450715,0.35418488170335816,3.1717726926951357,0.0,0.0,0.0,,-0.0,
C12orf54,0.07063284104260384,0.5773612873154855,0.2384162427152803,0.757955760630449,0.9013676602129079,0.0,0.0,0.0,,-0.0,
C12orf55,,,-0.0,0.9400581119380453,0.23751840645250993,,,,,-0.0,
C12orf56,0.906670954446031,0.1260344639582202,0.08670650134423946,0.1444808443321999,0.5053251754958654,0.0,0.0,0.0,0.6133789524950072,-0.0,
C12orf57,0.3441862214280508,0.05348260313196817,0.05635110017084581,1.8927900303521317,0.6423926134895177,0.0,0.0,0.0,,-0.0,
C12orf60,0.09888868473185636,0.037529017932968436,-0.0,0.3329207945357833,0.03383575888978865,0.0,0.0,0.0,,-0.0,
C12orf61,,,0.23849143871268041,0.3092724561296331,,,,,,-0.0,
C12orf65,0.21337906612558127,0.40408970352006374,0.04657368402346115,0.25758911941950746,1.1172513554679222,0.0,0.0,0.56840795,0.531824751925348,-0.0,
C12orf66,0.23142494519639306,0.20162795030504432,0.059427344939454986,0.41544263947432514,0.24676885065735693,0.0,0.0,0.0,0.4415105586550823,-0.0,
C12orf68,,,0.3101133232586449,0.5883802940367698,0.058066547428065926,,,,0.6991512927274289,-0.0,
C12orf71,0.12267521719270522,0.3839580413949798,-0.0,0.07654873036034855,0.43214603549796393,0.0,0.0,0.0,,-0.0,
C12orf73,0.007121080811169593,0.20929301342486908,0.5839023961085343,0.36612773734166726,0.20780567223288782,0.0,0.0,0.0,,-0.0,
C12orf74,0.14624847102281868,0.3839580413949798,0.06939998623469813,0.1617807780923742,1.5334069049327295,0.0,0.0,0.0,,-0.0,
C12orf75,0.013643387955504084,0.02013948574469589,0.3770009930304813,0.2833290244398644,0.014010714442814768,0.0,0.0,0.0,,-0.0,
C12orf76,0.016207867113877703,0.037529017932968436,0.30896193515389425,0.3271635458286029,,0.0,0.0,0.0,,-0.0,
C12orf77,0.008441340825106738,0.00859627113913782,-0.0,0.05413767551038255,,0.0,0.0,0.0,,-0.0,
C12orf80,,,,0.7347103741391698,,,,,,,
C13orf35,,,4.342727686272507e-05,0.07654873036034855,,,,,,-0.0,
C13orf45,,,-0.0,,,,,,,-0.0,
C14orf1,0.4189093678383968,0.17821742815145167,0.04933789250300171,0.049732531986411525,0.0013180556973291678,0.0,0.0,0.0,,-0.0,
C14orf105,0.4169089849448335,0.2914634791442149,0.19488252567742825,0.41544263947432514,0.03380298685783884,0.0,0.0,0.0,,-0.0,
C14orf119,0.011474235124067911,0.0478469780491052,0.4890964786038895,0.007711646202907517,0.28765913934181997,0.0,0.0,0.0,,-0.0,
C14orf132,,,,,,,,,,-0.0,
C14orf142,0.002438362719018377,0.02803955884675328,0.0003475398660233441,0.1444808443321999,0.11254762786626216,0.0,0.0,0.0,,-0.0,
C14orf159,0.09659750014163666,0.0848235165349444,0.01736523389337855,1.1897674820049158,0.5386718888259275,0.0,0.0,0.0,0.8900615609160974,-0.0,
C14orf164,,,,,,,,,,-0.0,
C14orf166,0.5127468331420972,0.4441040060984124,0.6893501149335011,1.6270879970298935,2.831572189242068,0.0,0.0,0.0,,-0.0,
C14orf166B,,,0.7902604124283474,0.4446636720047332,0.4754492742335774,,,,,-0.0,
C14orf177,0.0052419303563983775,0.016566998910809434,0.05704383391082222,0.007711646202907517,0.03766324484871416,0.0,0.0,0.0,,-0.0,
C14orf178,0.022551933661730996,0.016566998910809434,0.15086979417803625,0.10568393731556154,,0.0,0.0,0.0,,-0.0,
C14orf180,0.015559325691324667,0.006743540694807534,0.0072690630215069855,0.10568393731556154,1.3228987643574683,0.0,0.0,0.5752188,,-0.0,
C14orf182,,,0.5240818380844386,0.20342566678957033,,,,,,-0.0,
C14orf183,0.0605600754853964,0.042521621940022805,0.044355676963356946,0.18628560811885517,,0.0,0.0,0.0,,-0.0,
C14orf2,0.032794329669290946,0.023913296407803795,0.1567483445403555,0.410944468947656,0.25350935777383704,0.0,0.0,0.0,,-0.0,
C14orf23,,,0.08644147754770551,0.10957898119908571,,,,,,-0.0,
C14orf28,0.29514179047054157,0.02013948574469589,0.05873080191620089,0.43320908761840826,,0.0,0.0,0.0,0.6335232302654396,-0.0,
C14orf37,0.27200953037978354,0.3281665136051004,-0.0,0.5331323796458906,0.5418356034909328,0.0,0.0,0.0,0.4173664906291915,-0.0,
C14orf39,0.7073641238408765,0.05953304272891738,0.5710991372412875,0.5958507507903049,0.43347354145609185,0.0,0.0,0.0,1.2651972970179932,-0.0,
C14orf79,0.10474377148605948,0.023913296407803795,0.14440314638671736,0.36612773734166726,0.5362975693217946,0.0,0.0,0.0,0.34832238789411396,-0.0,
C14orf80,0.01659264546068517,0.20162795030504432,0.23207170589524373,0.1444808443321999,0.36616226907000704,0.0,0.0,0.0,,-0.0,
C14orf93,0.42201910644311663,0.6603618445861219,0.023601737898018067,1.0947439512515487,0.5172239231707908,0.0,0.05213137,0.56846786,0.2539641737942646,-0.0,
