gene,Trans-Driver,2020plus,CompositeDriver,CHASM,e-Driver,ECD-CDGI,MCDHGN,MNGCL,OncodriveCLUST,MuSiC,ActiveDriver
ABCA6,0.9378366552374717,0.456751996463782,2.300166617055867,0.15826522102525648,0.602674665413857,0.0,0.0,0.0,1.0918071598912604,16.584389973708507,-0.0
ABCA7,0.6170915909890464,0.21699246314843684,1.0894190223876614,0.5667103148049744,0.7770882363181829,0.0,0.8679363,0.68736124,0.2633796834030508,6.95569864879975,
ABCA8,0.5385340900925273,0.25466554405281333,-0.0,1.3625102704874892,0.8592998512223011,0.0,0.0,0.0,0.35780495443490656,,-0.0
ABCA9,1.535901268967268,0.46951924148529334,0.30447420024067706,0.43320908761840826,0.16798011152584513,0.0,0.0,0.0,0.7849687177570753,12.109257940908302,
ABCB1,1.6656388884573354,2.435000975475027,1.9415783184660986,3.3979400086720375,2.1558843715260814,0.863528,0.99700767,0.64410746,1.370691473717603,,-0.0
ABCB10,0.6454208799053877,1.4408561480331514,0.41435714882436553,0.08502252755566901,2.409313813866294,0.0,0.95606655,0.71409214,0.3895931520490584,2.539021966089109,
ABCB11,0.5543431769323384,1.0937868270856468,1.8428499030168224,0.47314401287412544,1.2125903839079166,0.18292324,0.55051833,0.67496145,0.4603319834044627,11.356830931338331,-0.0
ABCB4,0.7895066147031096,0.7440572673385335,2.324226001249019,2.193820026016113,1.174184676798074,0.3805901,0.48699898,0.7189455,0.5519277463053862,13.169440001164048,-0.0
ABCB5,1.1960895848786541,0.6501066169896175,1.3504747769752852,0.6424462802569184,0.8825828031840958,0.0,0.056963183,0.7047262,1.246119598898376,,
ABCB6,0.7740945480918505,0.4944438949559484,1.91045246003665,0.9347938719456881,0.7026910632614125,0.0,0.8225752,0.6881125,0.23503032401730073,3.640133724504942,-0.0
ABCB7,0.47721389432792827,1.10293020652523,1.8566772129310576,1.0947439512515487,0.463881516245476,0.21676455,0.5471058,0.6862525,0.24132162234282317,5.801810688877084,-0.0
ABCB8,0.2063208745869779,0.7788902141567943,0.8554692196672448,0.17159792150840691,0.17565245970168308,0.0,0.6141182,0.67939156,0.34209098676237504,3.3094541681426453,-0.0
ABCB9,0.41365537621694726,0.3972266384362222,0.5367478173148605,2.9208187539523753,0.7503754501894793,0.0,0.5590226,0.6994448,0.2200751191892526,3.5337866581003663,-0.0
ABCC1,1.0752622183431009,1.3352931995343753,1.383108916522344,1.0861861476162833,1.21118266414726,0.0,0.9902435,0.66682506,0.558031544087147,3.291778084418392,2.9782721812796216
ABCC10,0.4783967847800049,0.7236051526387529,0.20520696946230096,1.8013429130455774,0.4299039078451338,0.0,0.28585684,0.7458471,0.3586708706726533,1.3889249074512715,-0.0
ABCC11,0.5917622057028378,0.3770603946008507,0.0418619297119148,0.36612773734166726,0.6212616913822774,0.0,0.030175293,0.68703,0.7575570440051662,14.590476547997037,-0.0
ABCC12,1.0875517568176287,0.5357684460525435,0.17003249134074477,0.5534628329263562,0.918923755611008,0.0,0.0,0.76225203,,13.976595884401505,
ABCC2,0.5957607602521018,0.5939950759913564,0.27971870985942077,1.0604807473813815,1.3351482997734043,0.48048753,0.987491,0.69859236,0.20477863488740594,1.3071406865697115,-0.0
ABCC3,1.359280059288287,0.9332423131724015,0.04171849563280935,1.5346171485515816,0.9431093068997972,0.0,0.77666456,0.6676712,0.49718783170124325,6.048412877477703,-0.0
ABCC4,0.8378868084312563,0.9709494321357897,0.6133661433160257,0.410944468947656,1.3790432808796593,0.0,0.84373194,0.668652,0.4092697337387827,4.722753484821754,-0.0
ABCC5,0.6182438211106093,0.6501066169896175,1.2772059460521996,0.5269511949114623,0.6321349064551283,0.0,0.99879706,0.688405,0.6642786788938433,4.588784067644127,-0.0
ABCC6,0.5710944367823666,0.4441040060984124,2.1123870425873736,0.5269511949114623,2.5168980558024905,0.0,0.71118504,0.6754588,0.6901594305422722,7.223314124290162,2.1450717554057217
ABCC8,0.7553703168382682,0.40408970352006374,1.8962006219671472,1.5257837359237447,0.6447398055150508,0.4875822,0.08172078,0.68319416,0.5207247010159755,14.159260414161938,
ABCC9,1.4200043818201384,0.3495073429300179,3.1135136177506784,3.0969100130080562,1.1430139196936806,0.0,0.3750133,0.67428267,1.0608346105420539,,
ABCD1,0.5198939974725875,1.2732189962783829,2.978815043853166,0.015022873584506673,0.921536862763184,0.0,0.6432632,0.7232074,0.6547321147603914,4.114569980746547,-0.0
ABCD2,1.301354320784226,0.5713578232131671,3.552846311580885,1.0947439512515487,0.5265821691884712,0.0,0.023105703,0.6829912,0.3297226586495846,15.427154747169194,1.7203803032789413
ABCD3,0.7296467315903035,0.7236051526387529,1.9759293556156776,0.8853890157678268,0.4772057697469584,0.0,0.99007297,0.74184674,0.4918547477183662,1.6581561881142288,-0.0
ABCD4,0.6791436164080161,0.20162795030504432,0.3957093541739515,0.43320908761840826,0.4380122501023651,0.0,0.12129064,0.6946778,,0.32991287244075274,
ABCE1,0.991151978231179,0.9801672061492971,0.9940054722795438,0.2833290244398644,0.937040079083196,0.18341133,0.99986255,0.6748558,,0.9758624785627301,-0.0
ABCF1,0.5547583327634966,1.7272696902308897,2.076242382094409,0.6505282007856144,1.5888299576685048,0.0,0.7743935,0.68501806,0.8047178368115561,2.4210415749748897,7.952637371564862
ABCF2,0.6322151329703853,0.5418540473794327,1.6119031413525873,0.13643923547375744,3.5614907122438897,0.18948846,0.9971372,0.70153046,0.2762713452322881,1.1301284966854677,1.4366982572923457
ABCF3,0.35732484568831935,1.6910327368581668,1.1163819921232452,1.0525662781129492,2.109032050339166,0.0,0.0,0.0,1.051041598319032,1.8083380856068845,-0.0
ABCG1,0.5373353742282645,0.43764511903111797,1.8365447911531139,0.8356471442155629,0.9186864034343871,0.0,0.28926605,0.68615484,0.16633779760491443,1.699708046839759,
ABCG2,0.3429602658308859,0.02013948574469589,0.43443170237480433,0.8096683018297085,0.7537393955250383,0.0,0.07737312,0.6609455,0.44103905905185836,3.755049842543868,-0.0
ABCG4,0.3141002466416775,0.6395510403717434,0.2673280869268694,0.757955760630449,,0.0,0.22155759,0.6634101,,9.203116137130662,
ABCG5,0.208635922445085,0.23218678560271133,0.35217166197062977,0.3587242427680871,0.07561234785509785,0.0,0.7067183,0.67886966,0.7565668665074297,3.0014758247802544,
ABCG8,0.44501432111525757,0.8575192100524887,0.17325618846057056,0.49729982468943734,1.227880380357234,0.0,0.79330343,0.67931646,1.197466202842231,11.452590989382282,
ABHD1,0.05835600202753931,0.09786881707054436,0.19230550526276177,0.057000406633959486,0.9414068691848331,0.0,0.0,0.59986603,,0.9831055110379301,
ABHD10,0.6859444134176598,0.1333392786347585,0.03597245671890702,0.8594919569618205,0.030559463361732642,0.0,0.29174694,0.56598306,,1.6797386673925672,-0.0
ABHD11,0.04302836046595669,0.3839580413949798,0.039715376746719724,0.3763372926437954,0.8709156803563535,0.0,0.0,0.0,,1.1322432717396467,
ABHD12,0.08973864141149099,0.2621415171290336,0.21785756078484667,0.770574152079305,0.1354967051390363,0.0,0.50710213,0.5873122,,0.1262604111450601,
ABHD12B,0.044360003295867,0.023913296407803795,0.006298670722400518,0.3703865546218168,0.732012425773415,0.0,0.0,0.0,1.0401963598825004,0.09740338550007917,
ABHD13,0.3967028498528158,0.7693667387527848,0.2347474975788057,1.1487416512809248,0.48718969605262813,0.0,0.0,0.0,1.1060199733104592,2.5591447318472023,
ABHD14A,0.1324601865371854,1.1295995367706475,0.21293733424029226,1.258060922270801,0.2626414643395325,0.0,0.21568368,0.55476016,0.5580692647004101,1.1646845292633277,
ABHD14A-ACY1,0.09256662875859374,0.006743540694807534,0.06287672356182986,0.36612773734166726,,0.0,0.0,0.0,,,
ABHD14B,0.468205167049612,0.07187364887201018,0.04248402537938321,1.5346171485515816,0.1407892449887895,0.0,0.24699232,0.61669415,,-0.0,-0.0
ABHD15,0.237104154735577,0.1333392786347585,0.4726713444492511,1.114638779968488,2.2518058736291615,0.0,0.006171559,0.61852235,0.46789214524546063,2.744061164649159,
ABHD16A,0.8841051265472895,0.4309362972773158,0.09700773048836549,0.5534628329263562,1.2163197997783557,0.0,0.73187053,0.597948,,1.0387018827997254,
ABHD16B,0.3018644643957622,0.3064408741898728,0.03923980236509309,0.7520267336381934,1.238106417929622,0.0,0.0,0.0,,14.16092960371661,
ABHD17A,0.10174781498482617,0.1481615864396576,1.0462837355436339,0.12010167566999018,0.058341271091588265,0.0,0.22243983,0.59553665,,0.1318359612719895,
ABHD17B,0.1588833834220105,0.31405844026112256,0.2960646022684769,1.0061230850587888,1.3257540519783215,0.0,0.09117438,0.6060366,,2.4388908695513445,
ABHD17C,0.05560996745809715,0.09786881707054436,0.18386843684806115,0.5578339142152798,0.5946762137367094,0.0,0.0,0.0,,0.3691875433031193,
ABHD2,0.12507770343213087,0.05348260313196817,0.0020021629134341625,0.2973971586595729,0.6835379263498319,0.0,0.0,0.0,,3.1685754996940267,
ABHD3,0.24823896336698562,0.239794434204025,0.11894420888784524,0.302073555193495,0.6170214988578937,0.0,0.0,0.0,,1.3540093142953664,
ABHD4,0.07347584396407272,0.14081401670372584,0.8097117291065712,1.1897674820049158,0.4247847007731709,0.0,0.0,0.0,0.775215552958646,0.5136696021486866,
ABHD5,0.07300984800985139,0.5830220273571257,0.18532981458088627,0.7991495019089225,0.04099555681062457,0.0,0.78613967,0.6207386,0.33794676190938844,0.3275305936310142,
ABHD6,0.26296363445685567,0.037529017932968436,0.026499958744373043,0.5667103148049744,0.14956039898513426,0.0,0.07850775,0.61956227,,-0.0,
ABHD8,0.14498556256889591,0.1260344639582202,0.08274802633117302,0.18203819546800604,0.3088579219503431,0.0,0.0,0.0,0.7470397168215501,1.4320388952323626,-0.0
ABI1,0.21959290928558833,0.7440572673385335,0.028721182034049737,1.2773660774661877,0.29776707352895637,0.1828079,0.89578795,0.80607414,0.8193310848874639,0.7483798509454789,-0.0
ABI2,0.3136232095968964,2.8065748610868355,0.8450111984858928,0.5534628329263562,1.3976087234700738,0.39018705,0.7298223,0.7807305,1.1208480934921061,1.591912067717004,5.624468394296005
ABI3,0.15908374996854185,0.07821551906352468,0.0320744643981704,0.1551501991933611,0.5537796804104258,0.0,0.033782814,0.6638923,0.2914200626544612,1.1215844191082638,-0.0
ABI3BP,0.6292466013722893,1.2300915098125818,0.22764836619486237,0.7991495019089225,1.4964904824615244,0.0,0.0,0.0,0.7660454717630569,13.909286443343648,-0.0
ABITRAM,,,,,,,0.23625761,0.5647845,,,
ABL1,1.3345741864955123,2.034916921155222,0.6645855265874775,1.853871964321762,1.5667893531858343,0.59773237,0.9912821,0.8715843,0.5147287086999406,5.469892616732683,5.2794953612085544
ABL2,1.214667887214998,1.6677316594497458,0.937085593192354,0.8658228924232336,1.954970491402364,0.53326243,0.97330916,0.79346985,0.31898910559544935,11.56354178048661,7.0289261030197485
ABLIM1,0.5370162746680576,1.7298795661985902,0.5499483514052605,0.2778598745425845,0.46534729301618805,0.3842298,0.9988643,0.763807,0.7551057085271863,0.9528572438612906,-0.0
ABLIM2,0.70783656825179,0.6876717295325543,0.18241196008634733,0.3884891128733437,1.3778178488466808,0.36543682,0.9987784,0.7717502,0.9245093157056092,4.418535322624534,-0.0
ABLIM3,0.4894046753246871,1.0665909246676073,0.010059968975463515,1.5003129173815961,3.171111322258981,0.33172396,0.020476295,0.7392346,0.7295511750659929,4.530162060621472,-0.0
ABO,0.4888333291059197,,,0.2185318571582017,,0.0,0.0,0.0,,,
ABR,0.8638372596330941,0.9287658276336048,0.017274850025850743,2.1426675035687315,0.312219483912078,0.31062445,0.83607864,0.6610708,0.6010060159194581,1.7045845285968517,-0.0
ABRA,0.12387479901662353,0.023913296407803795,-0.0,0.021819483062586086,0.5659235771897807,0.0,0.017471453,0.5982885,,7.04651464261782,-0.0
ABRACL,4.6317334006816654e-05,0.37010178778988295,0.09075490311461176,1.2992962828549806,0.05534285319571679,0.0,0.0,0.0,,0.10349602398367996,
ABRAXAS1,,,,,,0.062815994,0.12284512,0.72433746,,,
ABRAXAS2,,,,,,,0.99925154,0.6475314,,,
ABT1,0.42447379423786963,0.5006275042352037,0.310379462261092,0.17953580942231595,0.813851770002609,0.0,0.06708295,0.6409411,,2.7377653911826845,
ABTB1,0.3719626603166315,0.39033343241811347,0.12146418921464344,0.8422411139531362,0.6469254322827557,0.0,0.14018105,0.57025516,,0.9350887046026595,
ABTB2,0.48726599167613793,0.5601504834927069,0.5290452576159893,0.6006724678413211,1.1596172458356093,0.0,0.0,0.0,0.48175364537452886,3.065542590462828,
AC002310.13,,,1.6149345665911692,0.3142582613977364,-0.0,,,,,,
AC002456.2,,,,0.46673648322128525,,,,,,,
AC002472.13,,,0.0035755370151455443,0.6094181214495648,,,,,,,
AC003002.6,,,4.342727686272507e-05,0.1754836719927909,0.48684761566781254,,,,,,
AC003006.7,,,4.342727686272507e-05,0.5482135644757098,0.6870295911556519,,,,,,
AC004076.9,,,0.0922559841662467,0.6806856959094879,0.6579147283432213,,,,,,
AC004381.6,,,0.04301111092992442,0.7670038896078462,0.42619054527801215,,,,,,
AC004466.1,,,0.1621394826839199,,,,,,,,
AC005358.1,,,0.18499725121223204,0.5406075122407692,,,,,,,
AC005488.1,,,,0.11633856484638239,,,,,,,
AC005544.1,,,-0.0,0.03658998431977123,,,,,,,
AC005609.1,,,0.003838321098538101,0.12633070729320553,,,,,,,
AC006435.1,,,4.342727686272507e-05,,,,,,,,
AC006486.9,,,0.5902793230105168,0.7520267336381934,0.2340936433877623,,,,,,
AC006538.4,,,0.49097538225970117,0.8422411139531362,-0.0,,,,,,
AC006946.15,,,0.17067531928804242,0.3387553910406665,,,,,,,
AC007956.1,,,-0.0,0.02090709936167361,,,,,,,
AC008060.7,,,0.009172022475376658,0.040672354027829,,,,,,,
AC008132.13,,,4.342727686272507e-05,0.4042833800565756,,,,,,,
AC008271.1,,,-0.0,0.20342566678957033,,,,,,,
AC008394.1,,,0.055462063049936325,0.042488488545520196,,,,,,,
AC009065.1,,,-0.0,0.22855951336008815,,,,,,,
AC009365.3,,,0.0005648935975526605,0.3209356818786873,,,,,,,
AC009892.10,,,0.0390972315430313,0.09908693226233094,,,,,,,
AC010327.2,,,0.1646699748068536,,,,,,,,
AC010336.1,,,1.3503774560825745,0.1671080552402094,,,,,,,
AC010441.1,,,0.09532788199818178,,,,,,,,
AC010731.4,,,,0.005506877116487644,,,,,,,
AC011294.3,,,0.15593919657934918,0.13643923547375744,,,,,,,
AC011308.1,,,-0.0,,,,,,,,
AC011484.1,,,1.3606174739054202,0.3450537734156558,,,,,,,
AC011530.4,,,0.3327773078945886,0.5482135644757098,,,,,,,
AC011897.1,,,0.03025488986192394,0.02090709936167361,,,,,,,
AC011997.1,,,0.23811558885633363,0.2833290244398644,,,,,,,
AC012215.1,,,1.368560573909932,,,,,,,,
AC015987.2,,,0.1073367894711971,0.7778039536982801,,,,,,,
AC016757.3,,,0.04464434063759544,0.3092724561296331,,,,,,,
AC017035.2,,,,0.7520267336381934,,,,,,,
AC018470.1,,,0.45387105895992047,0.3884891128733437,,,,,,,
AC018755.1,,,0.031653885429794505,0.05188057561946393,,,,,,,
AC019171.1,,,1.0128241973688579,,,,,,,,
AC019294.1,,,0.017229665145000142,0.18203819546800604,,,,,,,
AC020922.1,,,0.29452181385419585,0.06509774167768605,,,,,,,
AC022400.2,,,0.10401351488063558,0.016824927962187052,,,,,,,
AC022498.1,,,0.009216376709383836,0.17159792150840691,,,,,,,
AC022532.1,,,0.028211147351937464,0.19368433019188647,,,,,,,
AC023490.2,,,,0.18922998876563646,,,,,,,
AC024592.12,,,0.2006339476617358,0.2922595457262288,,,,,,,
AC026202.1,,,0.4567205266299501,0.2185318571582017,,,,,,,
AC026310.1,,,0.24784127410034157,,,,,,,,
AC026703.1,,,0.04943520249263164,0.43842163169903936,0.38516563180110297,,,,,,
AC027763.2,,,0.07700675860607697,,,,,,,,
AC037199.1,,,1.1959330940374435,0.005770859182301572,,,,,,,
AC037459.4,,,-0.0,0.461929212956828,,,,,,,
AC040160.1,,,0.2829557023498434,0.2713216331490862,,,,,,,
AC040977.1,,,0.6021034186048251,0.9673812391492801,,,,,,,
AC061992.1,,,1.1467930084197877,,,,,,,,
AC068533.7,,,0.17898867222997436,0.9044819576768491,0.7089871250935423,,,,,,
AC068987.1,,,-0.0,,,,,,,,
AC069368.3,,,1.488254631578121,0.5721894273240098,1.6375301361612056,,,,,,
AC073254.1,,,,0.8422411139531362,,,,,,,
AC073342.1,,,0.03263587067939003,0.24199699070020086,,,,,,,
AC073343.1,,,-0.0,0.22446236521904303,,,,,,,
AC073610.5,,,0.39162437595957744,0.7139928779205255,0.18684337032447038,,,,,,
AC073869.2,,,,0.2185318571582017,,,,,,,
AC074091.13,,,0.007710868229398181,0.15156454466852914,,,,,,,
AC074389.6,,,0.00013029486029136853,0.049732531986411525,,,,,,,
AC079354.1,,,0.234151450846847,1.0305840876460186,-0.0,,,,,,
AC079612.1,,,0.699230633158746,0.07654873036034855,,,,,,,
AC080008.1,,,,1.7695510786217261,,,,,,,
AC083906.2,,,,0.5883802940367698,,,,,,,
AC087645.1,,,0.12730459980419395,0.08862929288386205,,,,,,,
AC090186.1,,,-0.0,,,,,,,,
AC090616.2,,,0.04138400022392941,0.25758911941950746,,,,,,,
AC092850.1,,,0.17794075862994244,,,,,,,,
AC093677.1,,,1.7262262019923384,,,,,,,,
AC103801.2,,,-0.0,0.01972385892215972,,,,,,,
AC103809.2,,,0.8778275490040344,1.239577516576788,,,,,,,
AC104534.3,,,0.22001429993952396,0.770574152079305,0.0987078716437098,,,,,,
AC104809.3,,,0.7162900439443357,0.3048687022959742,,,,,,,
AC106876.2,,,0.15862138287450328,0.03658998431977123,,,,,,,
AC110619.2,,,0.0018276949059044586,0.12010167566999018,,,,,,,
AC110781.3,,,0.00043446830544563664,0.06509774167768605,,,,,,,
AC114494.1,,,0.10739239339956239,0.3092724561296331,,,,,,,
AC114546.1,,,0.040429716205818665,0.15156454466852914,,,,,,,
AC115618.1,,,1.3271236054194502,,,,,,,,
AC117834.1,,,0.1874642718678157,0.41544263947432514,,,,,,,
AC121757.1,,,-0.0,,,,,,,,
AC129492.6,,,0.28512717928327797,0.0966929200358262,,,,,,,
AC133680.1,,,,0.47314401287412544,,,,,,,
AC135048.1,,,-0.0,,,,,,,,
AC136604.1,,,0.22852943729719627,0.2677671197795022,,,,,,,
AC139100.2,,,0.009971092584709502,,,,,,,,
AC140481.2,,,0.21414439889247927,0.2677671197795022,0.45685948486610795,,,,,,
AC142381.1,,,0.5465721935539267,0.3092724561296331,,,,,,,
ACAA1,0.7756113743046332,1.5098796251995033,1.451614924790186,0.7428015738606555,0.3957797950470942,0.26564726,0.72927743,0.72020483,0.9295111268463587,1.1042976159009499,-0.0
ACAA2,0.46664258842474127,1.056902065174076,0.768828779314261,0.49729982468943734,0.2880456647685255,0.0,0.49093574,0.69189525,0.578444336671003,0.32552480669392175,-0.0
ACACA,1.3217563928760867,1.2389362678513556,0.23796533994222352,1.5346171485515816,,0.9438493,0.99990463,0.75778043,,7.802658413807049,2.8764066955829453
ACACB,1.3968760710803614,1.0479688299642342,0.09967629862039243,0.7670038896078462,1.5366291758462411,0.6084322,0.99602157,0.7468041,0.9251027577269666,14.564466689722236,1.317000079008127
ACAD10,0.870316842061656,0.6825331544378064,0.04997079752670498,0.10568393731556154,0.6995331309611859,0.0,0.20075686,0.6631831,0.6341096322036797,3.1565436349425458,-0.0
ACAD11,0.3617764693479729,0.4884471761368746,0.795109904922717,0.2185318571582017,0.18679175132382886,0.0,0.6960075,0.6292169,0.27091030025609447,1.4228363351769735,-0.0
ACAD8,0.37839025906277346,0.4884471761368746,1.7347147170622739,1.2335871528876006,1.4968636146168923,0.0,0.28078508,0.67767787,0.574633991498338,1.9079707266153638,
ACAD9,0.15612108881154863,0.5418540473794327,0.6457428649315028,1.0947439512515487,0.3163231506610324,0.0,0.5433691,0.6328361,,-0.0,-0.0
ACADL,0.23534878240241117,0.05348260313196817,1.3759286117774214,1.7695510786217261,0.9864517495918749,0.6664584,0.1078612,0.70313966,0.3809538539331868,2.5533402058352537,
